情景编号,天气序列,是否成功,到达日,在线终端财富,Oracle终端财富,Regret
450,SHHHSSSSSH,True,3,9270.0,9350.0,80.0
451,SHHHSSSSHS,True,3,9270.0,9350.0,80.0
452,SHHHSSSSHH,True,3,9270.0,9350.0,80.0
453,SHHHSSSHSS,True,3,9270.0,9350.0,80.0
454,SHHHSSSHSH,True,3,9270.0,9350.0,80.0
455,SHHHSSSHHS,True,3,9270.0,9350.0,80.0
456,SHHHSSSHHH,True,3,9270.0,9350.0,80.0
457,SHHHSSHSSS,True,3,9270.0,9350.0,80.0
458,SHHHSSHSSH,True,3,9270.0,9350.0,80.0
459,SHHHSSHSHS,True,3,9270.0,9350.0,80.0
460,SHHHSSHSHH,True,3,9270.0,9350.0,80.0
461,SHHHSSHHSS,True,3,9270.0,9350.0,80.0
462,SHHHSSHHSH,True,3,9270.0,9350.0,80.0
463,SHHHSSHHHS,True,3,9270.0,9350.0,80.0
464,SHHHSSHHHH,True,3,9270.0,9350.0,80.0
465,SHHHSHSSSS,True,3,9270.0,9350.0,80.0
466,SHHHSHSSSH,True,3,9270.0,9350.0,80.0
467,SHHHSHSSHS,True,3,9270.0,9350.0,80.0
468,SHHHSHSSHH,True,3,9270.0,9350.0,80.0
469,SHHHSHSHSS,True,3,9270.0,9350.0,80.0
470,SHHHSHSHSH,True,3,9270.0,9350.0,80.0
471,SHHHSHSHHS,True,3,9270.0,9350.0,80.0
472,SHHHSHSHHH,True,3,9270.0,9350.0,80.0
473,SHHHSHHSSS,True,3,9270.0,9350.0,80.0
474,SHHHSHHSSH,True,3,9270.0,9350.0,80.0
475,SHHHSHHSHS,True,3,9270.0,9350.0,80.0
476,SHHHSHHSHH,True,3,9270.0,9350.0,80.0
477,SHHHSHHHSS,True,3,9270.0,9350.0,80.0
478,SHHHSHHHSH,True,3,9270.0,9350.0,80.0
479,SHHHSHHHHS,True,3,9270.0,9350.0,80.0
480,SHHHSHHHHH,True,3,9270.0,9350.0,80.0
481,SHHHHSSSSS,True,3,9270.0,9350.0,80.0
482,SHHHHSSSSH,True,3,9270.0,9350.0,80.0
483,SHHHHSSSHS,True,3,9270.0,9350.0,80.0
484,SHHHHSSSHH,True,3,9270.0,9350.0,80.0
485,SHHHHSSHSS,True,3,9270.0,9350.0,80.0
486,SHHHHSSHSH,True,3,9270.0,9350.0,80.0
487,SHHHHSSHHS,True,3,9270.0,9350.0,80.0
488,SHHHHSSHHH,True,3,9270.0,9350.0,80.0
489,SHHHHSHSSS,True,3,9270.0,9350.0,80.0
490,SHHHHSHSSH,True,3,9270.0,9350.0,80.0
491,SHHHHSHSHS,True,3,9270.0,9350.0,80.0
492,SHHHHSHSHH,True,3,9270.0,9350.0,80.0
493,SHHHHSHHSS,True,3,9270.0,9350.0,80.0
494,SHHHHSHHSH,True,3,9270.0,9350.0,80.0
495,SHHHHSHHHS,True,3,9270.0,9350.0,80.0
496,SHHHHSHHHH,True,3,9270.0,9350.0,80.0
497,SHHHHHSSSS,True,3,9270.0,9350.0,80.0
498,SHHHHHSSSH,True,3,9270.0,9350.0,80.0
499,SHHHHHSSHS,True,3,9270.0,9350.0,80.0
500,SHHHHHSSHH,True,3,9270.0,9350.0,80.0
501,SHHHHHSHSS,True,3,9270.0,9350.0,80.0
502,SHHHHHSHSH,True,3,9270.0,9350.0,80.0
503,SHHHHHSHHS,True,3,9270.0,9350.0,80.0
504,SHHHHHSHHH,True,3,9270.0,9350.0,80.0
505,SHHHHHHSSS,True,3,9270.0,9350.0,80.0
506,SHHHHHHSSH,True,3,9270.0,9350.0,80.0
507,SHHHHHHSHS,True,3,9270.0,9350.0,80.0
508,SHHHHHHSHH,True,3,9270.0,9350.0,80.0
509,SHHHHHHHSS,True,3,9270.0,9350.0,80.0
510,SHHHHHHHSH,True,3,9270.0,9350.0,80.0
511,SHHHHHHHHS,True,3,9270.0,9350.0,80.0
512,SHHHHHHHHH,True,3,9270.0,9350.0,80.0
513,HSSSSSSSSS,True,3,9350.0,9535.0,185.0
514,HSSSSSSSSH,True,3,9350.0,9535.0,185.0
515,HSSSSSSSHS,True,3,9350.0,9535.0,185.0
516,HSSSSSSSHH,True,3,9350.0,9535.0,185.0
517,HSSSSSSHSS,True,3,9350.0,9535.0,185.0
518,HSSSSSSHSH,True,3,9350.0,9535.0,185.0
519,HSSSSSSHHS,True,3,9350.0,9535.0,185.0
520,HSSSSSSHHH,True,3,9350.0,9535.0,185.0
521,HSSSSSHSSS,True,3,9350.0,9535.0,185.0
522,HSSSSSHSSH,True,3,9350.0,9535.0,185.0
523,HSSSSSHSHS,True,3,9350.0,9535.0,185.0
524,HSSSSSHSHH,True,3,9350.0,9535.0,185.0
525,HSSSSSHHSS,True,3,9350.0,9535.0,185.0
526,HSSSSSHHSH,True,3,9350.0,9535.0,185.0
527,HSSSSSHHHS,True,3,9350.0,9535.0,185.0
528,HSSSSSHHHH,True,3,9350.0,9535.0,185.0
529,HSSSSHSSSS,True,3,9350.0,9535.0,185.0
530,HSSSSHSSSH,True,3,9350.0,9535.0,185.0
531,HSSSSHSSHS,True,3,9350.0,9535.0,185.0
532,HSSSSHSSHH,True,3,9350.0,9535.0,185.0
533,HSSSSHSHSS,True,3,9350.0,9535.0,185.0
534,HSSSSHSHSH,True,3,9350.0,9535.0,185.0
535,HSSSSHSHHS,True,3,9350.0,9535.0,185.0
536,HSSSSHSHHH,True,3,9350.0,9535.0,185.0
537,HSSSSHHSSS,True,3,9350.0,9535.0,185.0
538,HSSSSHHSSH,True,3,9350.0,9535.0,185.0
539,HSSSSHHSHS,True,3,9350.0,9535.0,185.0
540,HSSSSHHSHH,True,3,9350.0,9535.0,185.0
541,HSSSSHHHSS,True,3,9350.0,9535.0,185.0
542,HSSSSHHHSH,True,3,9350.0,9535.0,185.0
543,HSSSSHHHHS,True,3,9350.0,9535.0,185.0
544,HSSSSHHHHH,True,3,9350.0,9535.0,185.0
545,HSSSHSSSSS,True,3,9350.0,9535.0,185.0
546,HSSSHSSSSH,True,3,9350.0,9535.0,185.0
547,HSSSHSSSHS,True,3,9350.0,9535.0,185.0
548,HSSSHSSSHH,True,3,9350.0,9535.0,185.0
549,HSSSHSSHSS,True,3,9350.0,9535.0,185.0
550,HSSSHSSHSH,True,3,9350.0,9535.0,185.0
551,HSSSHSSHHS,True,3,9350.0,9535.0,185.0
552,HSSSHSSHHH,True,3,9350.0,9535.0,185.0
553,HSSSHSHSSS,True,3,9350.0,9535.0,185.0
554,HSSSHSHSSH,True,3,9350.0,9535.0,185.0
555,HSSSHSHSHS,True,3,9350.0,9535.0,185.0
556,HSSSHSHSHH,True,3,9350.0,9535.0,185.0
557,HSSSHSHHSS,True,3,9350.0,9535.0,185.0
558,HSSSHSHHSH,True,3,9350.0,9535.0,185.0
559,HSSSHSHHHS,True,3,9350.0,9535.0,185.0
560,HSSSHSHHHH,True,3,9350.0,9535.0,185.0
561,HSSSHHSSSS,True,3,9350.0,9535.0,185.0
562,HSSSHHSSSH,True,3,9350.0,9535.0,185.0
563,HSSSHHSSHS,True,3,9350.0,9535.0,185.0
564,HSSSHHSSHH,True,3,9350.0,9535.0,185.0
565,HSSSHHSHSS,True,3,9350.0,9535.0,185.0
566,HSSSHHSHSH,True,3,9350.0,9535.0,185.0
567,HSSSHHSHHS,True,3,9350.0,9535.0,185.0
568,HSSSHHSHHH,True,3,9350.0,9535.0,185.0
569,HSSSHHHSSS,True,3,9350.0,9535.0,185.0
570,HSSSHHHSSH,True,3,9350.0,9535.0,185.0
571,HSSSHHHSHS,True,3,9350.0,9535.0,185.0
572,HSSSHHHSHH,True,3,9350.0,9535.0,185.0
573,HSSSHHHHSS,True,3,9350.0,9535.0,185.0
574,HSSSHHHHSH,True,3,9350.0,9535.0,185.0
575,HSSSHHHHHS,True,3,9350.0,9535.0,185.0
576,HSSSHHHHHH,True,3,9350.0,9535.0,185.0
577,HSSHSSSSSS,True,3,9350.0,9510.0,160.0
578,HSSHSSSSSH,True,3,9350.0,9510.0,160.0
579,HSSHSSSSHS,True,3,9350.0,9510.0,160.0
580,HSSHSSSSHH,True,3,9350.0,9510.0,160.0
581,HSSHSSSHSS,True,3,9350.0,9510.0,160.0
582,HSSHSSSHSH,True,3,9350.0,9510.0,160.0
583,HSSHSSSHHS,True,3,9350.0,9510.0,160.0
584,HSSHSSSHHH,True,3,9350.0,9510.0,160.0
585,HSSHSSHSSS,True,3,9350.0,9510.0,160.0
586,HSSHSSHSSH,True,3,9350.0,9510.0,160.0
587,HSSHSSHSHS,True,3,9350.0,9510.0,160.0
588,HSSHSSHSHH,True,3,9350.0,9510.0,160.0
589,HSSHSSHHSS,True,3,9350.0,9510.0,160.0
590,HSSHSSHHSH,True,3,9350.0,9510.0,160.0
591,HSSHSSHHHS,True,3,9350.0,9510.0,160.0
592,HSSHSSHHHH,True,3,9350.0,9510.0,160.0
593,HSSHSHSSSS,True,3,9350.0,9510.0,160.0
594,HSSHSHSSSH,True,3,9350.0,9510.0,160.0
595,HSSHSHSSHS,True,3,9350.0,9510.0,160.0
596,HSSHSHSSHH,True,3,9350.0,9510.0,160.0
597,HSSHSHSHSS,True,3,9350.0,9510.0,160.0
598,HSSHSHSHSH,True,3,9350.0,9510.0,160.0
599,HSSHSHSHHS,True,3,9350.0,9510.0,160.0
600,HSSHSHSHHH,True,3,9350.0,9510.0,160.0
601,HSSHSHHSSS,True,3,9350.0,9510.0,160.0
602,HSSHSHHSSH,True,3,9350.0,9510.0,160.0
603,HSSHSHHSHS,True,3,9350.0,9510.0,160.0
604,HSSHSHHSHH,True,3,9350.0,9510.0,160.0
605,HSSHSHHHSS,True,3,9350.0,9510.0,160.0
606,HSSHSHHHSH,True,3,9350.0,9510.0,160.0
607,HSSHSHHHHS,True,3,9350.0,9510.0,160.0
608,HSSHSHHHHH,True,3,9350.0,9510.0,160.0
609,HSSHHSSSSS,True,3,9350.0,9510.0,160.0
610,HSSHHSSSSH,True,3,9350.0,9510.0,160.0
611,HSSHHSSSHS,True,3,9350.0,9510.0,160.0
612,HSSHHSSSHH,True,3,9350.0,9510.0,160.0
613,HSSHHSSHSS,True,3,9350.0,9510.0,160.0
614,HSSHHSSHSH,True,3,9350.0,9510.0,160.0
615,HSSHHSSHHS,True,3,9350.0,9510.0,160.0
616,HSSHHSSHHH,True,3,9350.0,9510.0,160.0
617,HSSHHSHSSS,True,3,9350.0,9510.0,160.0
618,HSSHHSHSSH,True,3,9350.0,9510.0,160.0
619,HSSHHSHSHS,True,3,9350.0,9510.0,160.0
620,HSSHHSHSHH,True,3,9350.0,9510.0,160.0
621,HSSHHSHHSS,True,3,9350.0,9510.0,160.0
622,HSSHHSHHSH,True,3,9350.0,9510.0,160.0
623,HSSHHSHHHS,True,3,9350.0,9510.0,160.0
624,HSSHHSHHHH,True,3,9350.0,9510.0,160.0
625,HSSHHHSSSS,True,3,9350.0,9510.0,160.0
626,HSSHHHSSSH,True,3,9350.0,9510.0,160.0
627,HSSHHHSSHS,True,3,9350.0,9510.0,160.0
628,HSSHHHSSHH,True,3,9350.0,9510.0,160.0
629,HSSHHHSHSS,True,3,9350.0,9510.0,160.0
630,HSSHHHSHSH,True,3,9350.0,9510.0,160.0
631,HSSHHHSHHS,True,3,9350.0,9510.0,160.0
632,HSSHHHSHHH,True,3,9350.0,9510.0,160.0
633,HSSHHHHSSS,True,3,9350.0,9510.0,160.0
634,HSSHHHHSSH,True,3,9350.0,9510.0,160.0
635,HSSHHHHSHS,True,3,9350.0,9510.0,160.0
636,HSSHHHHSHH,True,3,9350.0,9510.0,160.0
637,HSSHHHHHSS,True,3,9350.0,9510.0,160.0
638,HSSHHHHHSH,True,3,9350.0,9510.0,160.0
639,HSSHHHHHHS,True,3,9350.0,9510.0,160.0
640,HSSHHHHHHH,True,3,9350.0,9510.0,160.0
641,HSHSSSSSSS,True,3,9270.0,9400.0,130.0
642,HSHSSSSSSH,True,3,9270.0,9400.0,130.0
643,HSHSSSSSHS,True,3,9270.0,9400.0,130.0
644,HSHSSSSSHH,True,3,9270.0,9400.0,130.0
645,HSHSSSSHSS,True,3,9270.0,9400.0,130.0
646,HSHSSSSHSH,True,3,9270.0,9400.0,130.0
647,HSHSSSSHHS,True,3,9270.0,9400.0,130.0
648,HSHSSSSHHH,True,3,9270.0,9400.0,130.0
649,HSHSSSHSSS,True,3,9270.0,9400.0,130.0
650,HSHSSSHSSH,True,3,9270.0,9400.0,130.0
651,HSHSSSHSHS,True,3,9270.0,9400.0,130.0
652,HSHSSSHSHH,True,3,9270.0,9400.0,130.0
653,HSHSSSHHSS,True,3,9270.0,9400.0,130.0
654,HSHSSSHHSH,True,3,9270.0,9400.0,130.0
655,HSHSSSHHHS,True,3,9270.0,9400.0,130.0
656,HSHSSSHHHH,True,3,9270.0,9400.0,130.0
657,HSHSSHSSSS,True,3,9270.0,9400.0,130.0
658,HSHSSHSSSH,True,3,9270.0,9400.0,130.0
659,HSHSSHSSHS,True,3,9270.0,9400.0,130.0
660,HSHSSHSSHH,True,3,9270.0,9400.0,130.0
661,HSHSSHSHSS,True,3,9270.0,9400.0,130.0
662,HSHSSHSHSH,True,3,9270.0,9400.0,130.0
663,HSHSSHSHHS,True,3,9270.0,9400.0,130.0
664,HSHSSHSHHH,True,3,9270.0,9400.0,130.0
665,HSHSSHHSSS,True,3,9270.0,9400.0,130.0
666,HSHSSHHSSH,True,3,9270.0,9400.0,130.0
667,HSHSSHHSHS,True,3,9270.0,9400.0,130.0
668,HSHSSHHSHH,True,3,9270.0,9400.0,130.0
669,HSHSSHHHSS,True,3,9270.0,9400.0,130.0
670,HSHSSHHHSH,True,3,9270.0,9400.0,130.0
671,HSHSSHHHHS,True,3,9270.0,9400.0,130.0
672,HSHSSHHHHH,True,3,9270.0,9400.0,130.0
673,HSHSHSSSSS,True,3,9270.0,9375.0,105.0
674,HSHSHSSSSH,True,3,9270.0,9375.0,105.0
675,HSHSHSSSHS,True,3,9270.0,9375.0,105.0
676,HSHSHSSSHH,True,3,9270.0,9375.0,105.0
677,HSHSHSSHSS,True,3,9270.0,9375.0,105.0
678,HSHSHSSHSH,True,3,9270.0,9375.0,105.0
679,HSHSHSSHHS,True,3,9270.0,9375.0,105.0
680,HSHSHSSHHH,True,3,9270.0,9375.0,105.0
681,HSHSHSHSSS,True,3,9270.0,9375.0,105.0
682,HSHSHSHSSH,True,3,9270.0,9375.0,105.0
683,HSHSHSHSHS,True,3,9270.0,9375.0,105.0
684,HSHSHSHSHH,True,3,9270.0,9375.0,105.0
685,HSHSHSHHSS,True,3,9270.0,9375.0,105.0
686,HSHSHSHHSH,True,3,9270.0,9375.0,105.0
687,HSHSHSHHHS,True,3,9270.0,9375.0,105.0
688,HSHSHSHHHH,True,3,9270.0,9375.0,105.0
689,HSHSHHSSSS,True,3,9270.0,9375.0,105.0
690,HSHSHHSSSH,True,3,9270.0,9375.0,105.0
691,HSHSHHSSHS,True,3,9270.0,9375.0,105.0
692,HSHSHHSSHH,True,3,9270.0,9375.0,105.0
693,HSHSHHSHSS,True,3,9270.0,9375.0,105.0
694,HSHSHHSHSH,True,3,9270.0,9375.0,105.0
695,HSHSHHSHHS,True,3,9270.0,9375.0,105.0
696,HSHSHHSHHH,True,3,9270.0,9375.0,105.0
697,HSHSHHHSSS,True,3,9270.0,9375.0,105.0
698,HSHSHHHSSH,True,3,9270.0,9375.0,105.0
699,HSHSHHHSHS,True,3,9270.0,9375.0,105.0
700,HSHSHHHSHH,True,3,9270.0,9375.0,105.0
701,HSHSHHHHSS,True,3,9270.0,9375.0,105.0
702,HSHSHHHHSH,True,3,9270.0,9375.0,105.0
703,HSHSHHHHHS,True,3,9270.0,9375.0,105.0
704,HSHSHHHHHH,True,3,9270.0,9375.0,105.0
705,HSHHSSSSSS,True,3,9270.0,9350.0,80.0
706,HSHHSSSSSH,True,3,9270.0,9350.0,80.0
707,HSHHSSSSHS,True,3,9270.0,9350.0,80.0
708,HSHHSSSSHH,True,3,9270.0,9350.0,80.0
709,HSHHSSSHSS,True,3,9270.0,9350.0,80.0
710,HSHHSSSHSH,True,3,9270.0,9350.0,80.0
711,HSHHSSSHHS,True,3,9270.0,9350.0,80.0
712,HSHHSSSHHH,True,3,9270.0,9350.0,80.0
713,HSHHSSHSSS,True,3,9270.0,9350.0,80.0
714,HSHHSSHSSH,True,3,9270.0,9350.0,80.0
715,HSHHSSHSHS,True,3,9270.0,9350.0,80.0
716,HSHHSSHSHH,True,3,9270.0,9350.0,80.0
717,HSHHSSHHSS,True,3,9270.0,9350.0,80.0
718,HSHHSSHHSH,True,3,9270.0,9350.0,80.0
719,HSHHSSHHHS,True,3,9270.0,9350.0,80.0
720,HSHHSSHHHH,True,3,9270.0,9350.0,80.0
721,HSHHSHSSSS,True,3,9270.0,9350.0,80.0
722,HSHHSHSSSH,True,3,9270.0,9350.0,80.0
723,HSHHSHSSHS,True,3,9270.0,9350.0,80.0
724,HSHHSHSSHH,True,3,9270.0,9350.0,80.0
725,HSHHSHSHSS,True,3,9270.0,9350.0,80.0
726,HSHHSHSHSH,True,3,9270.0,9350.0,80.0
727,HSHHSHSHHS,True,3,9270.0,9350.0,80.0
728,HSHHSHSHHH,True,3,9270.0,9350.0,80.0
729,HSHHSHHSSS,True,3,9270.0,9350.0,80.0
730,HSHHSHHSSH,True,3,9270.0,9350.0,80.0
731,HSHHSHHSHS,True,3,9270.0,9350.0,80.0
732,HSHHSHHSHH,True,3,9270.0,9350.0,80.0
733,HSHHSHHHSS,True,3,9270.0,9350.0,80.0
734,HSHHSHHHSH,True,3,9270.0,9350.0,80.0
735,HSHHSHHHHS,True,3,9270.0,9350.0,80.0
736,HSHHSHHHHH,True,3,9270.0,9350.0,80.0
737,HSHHHSSSSS,True,3,9270.0,9350.0,80.0
738,HSHHHSSSSH,True,3,9270.0,9350.0,80.0
739,HSHHHSSSHS,True,3,9270.0,9350.0,80.0
740,HSHHHSSSHH,True,3,9270.0,9350.0,80.0
741,HSHHHSSHSS,True,3,9270.0,9350.0,80.0
742,HSHHHSSHSH,True,3,9270.0,9350.0,80.0
743,HSHHHSSHHS,True,3,9270.0,9350.0,80.0
744,HSHHHSSHHH,True,3,9270.0,9350.0,80.0
745,HSHHHSHSSS,True,3,9270.0,9350.0,80.0
746,HSHHHSHSSH,True,3,9270.0,9350.0,80.0
747,HSHHHSHSHS,True,3,9270.0,9350.0,80.0
748,HSHHHSHSHH,True,3,9270.0,9350.0,80.0
749,HSHHHSHHSS,True,3,9270.0,9350.0,80.0
750,HSHHHSHHSH,True,3,9270.0,9350.0,80.0
751,HSHHHSHHHS,True,3,9270.0,9350.0,80.0
752,HSHHHSHHHH,True,3,9270.0,9350.0,80.0
753,HSHHHHSSSS,True,3,9270.0,9350.0,80.0
754,HSHHHHSSSH,True,3,9270.0,9350.0,80.0
755,HSHHHHSSHS,True,3,9270.0,9350.0,80.0
756,HSHHHHSSHH,True,3,9270.0,9350.0,80.0
757,HSHHHHSHSS,True,3,9270.0,9350.0,80.0
758,HSHHHHSHSH,True,3,9270.0,9350.0,80.0
759,HSHHHHSHHS,True,3,9270.0,9350.0,80.0
760,HSHHHHSHHH,True,3,9270.0,9350.0,80.0
761,HSHHHHHSSS,True,3,9270.0,9350.0,80.0
762,HSHHHHHSSH,True,3,9270.0,9350.0,80.0
763,HSHHHHHSHS,True,3,9270.0,9350.0,80.0
764,HSHHHHHSHH,True,3,9270.0,9350.0,80.0
765,HSHHHHHHSS,True,3,9270.0,9350.0,80.0
766,HSHHHHHHSH,True,3,9270.0,9350.0,80.0
767,HSHHHHHHHS,True,3,9270.0,9350.0,80.0
768,HSHHHHHHHH,True,3,9270.0,9350.0,80.0
769,HHSSSSSSSS,True,3,9270.0,9400.0,130.0
770,HHSSSSSSSH,True,3,9270.0,9400.0,130.0
771,HHSSSSSSHS,True,3,9270.0,9400.0,130.0
772,HHSSSSSSHH,True,3,9270.0,9400.0,130.0
773,HHSSSSSHSS,True,3,9270.0,9400.0,130.0
774,HHSSSSSHSH,True,3,9270.0,9400.0,130.0
775,HHSSSSSHHS,True,3,9270.0,9400.0,130.0
776,HHSSSSSHHH,True,3,9270.0,9400.0,130.0
777,HHSSSSHSSS,True,3,9270.0,9400.0,130.0
778,HHSSSSHSSH,True,3,9270.0,9400.0,130.0
779,HHSSSSHSHS,True,3,9270.0,9400.0,130.0
780,HHSSSSHSHH,True,3,9270.0,9400.0,130.0
781,HHSSSSHHSS,True,3,9270.0,9400.0,130.0
782,HHSSSSHHSH,True,3,9270.0,9400.0,130.0
783,HHSSSSHHHS,True,3,9270.0,9400.0,130.0
784,HHSSSSHHHH,True,3,9270.0,9400.0,130.0
785,HHSSSHSSSS,True,3,9270.0,9400.0,130.0
786,HHSSSHSSSH,True,3,9270.0,9400.0,130.0
787,HHSSSHSSHS,True,3,9270.0,9400.0,130.0
788,HHSSSHSSHH,True,3,9270.0,9400.0,130.0
789,HHSSSHSHSS,True,3,9270.0,9400.0,130.0
790,HHSSSHSHSH,True,3,9270.0,9400.0,130.0
791,HHSSSHSHHS,True,3,9270.0,9400.0,130.0
792,HHSSSHSHHH,True,3,9270.0,9400.0,130.0
793,HHSSSHHSSS,True,3,9270.0,9400.0,130.0
794,HHSSSHHSSH,True,3,9270.0,9400.0,130.0
795,HHSSSHHSHS,True,3,9270.0,9400.0,130.0
796,HHSSSHHSHH,True,3,9270.0,9400.0,130.0
797,HHSSSHHHSS,True,3,9270.0,9400.0,130.0
798,HHSSSHHHSH,True,3,9270.0,9400.0,130.0
799,HHSSSHHHHS,True,3,9270.0,9400.0,130.0
800,HHSSSHHHHH,True,3,9270.0,9400.0,130.0
801,HHSSHSSSSS,True,3,9270.0,9375.0,105.0
802,HHSSHSSSSH,True,3,9270.0,9375.0,105.0
803,HHSSHSSSHS,True,3,9270.0,9375.0,105.0
804,HHSSHSSSHH,True,3,9270.0,9375.0,105.0
805,HHSSHSSHSS,True,3,9270.0,9375.0,105.0
806,HHSSHSSHSH,True,3,9270.0,9375.0,105.0
807,HHSSHSSHHS,True,3,9270.0,9375.0,105.0
808,HHSSHSSHHH,True,3,9270.0,9375.0,105.0
809,HHSSHSHSSS,True,3,9270.0,9375.0,105.0
810,HHSSHSHSSH,True,3,9270.0,9375.0,105.0
811,HHSSHSHSHS,True,3,9270.0,9375.0,105.0
812,HHSSHSHSHH,True,3,9270.0,9375.0,105.0
813,HHSSHSHHSS,True,3,9270.0,9375.0,105.0
814,HHSSHSHHSH,True,3,9270.0,9375.0,105.0
815,HHSSHSHHHS,True,3,9270.0,9375.0,105.0
816,HHSSHSHHHH,True,3,9270.0,9375.0,105.0
817,HHSSHHSSSS,True,3,9270.0,9375.0,105.0
818,HHSSHHSSSH,True,3,9270.0,9375.0,105.0
819,HHSSHHSSHS,True,3,9270.0,9375.0,105.0
820,HHSSHHSSHH,True,3,9270.0,9375.0,105.0
821,HHSSHHSHSS,True,3,9270.0,9375.0,105.0
822,HHSSHHSHSH,True,3,9270.0,9375.0,105.0
823,HHSSHHSHHS,True,3,9270.0,9375.0,105.0
824,HHSSHHSHHH,True,3,9270.0,9375.0,105.0
825,HHSSHHHSSS,True,3,9270.0,9375.0,105.0
826,HHSSHHHSSH,True,3,9270.0,9375.0,105.0
827,HHSSHHHSHS,True,3,9270.0,9375.0,105.0
828,HHSSHHHSHH,True,3,9270.0,9375.0,105.0
829,HHSSHHHHSS,True,3,9270.0,9375.0,105.0
830,HHSSHHHHSH,True,3,9270.0,9375.0,105.0
831,HHSSHHHHHS,True,3,9270.0,9375.0,105.0
832,HHSSHHHHHH,True,3,9270.0,9375.0,105.0
833,HHSHSSSSSS,True,3,9270.0,9350.0,80.0
834,HHSHSSSSSH,True,3,9270.0,9350.0,80.0
835,HHSHSSSSHS,True,3,9270.0,9350.0,80.0
836,HHSHSSSSHH,True,3,9270.0,9350.0,80.0
837,HHSHSSSHSS,True,3,9270.0,9350.0,80.0
838,HHSHSSSHSH,True,3,9270.0,9350.0,80.0
839,HHSHSSSHHS,True,3,9270.0,9350.0,80.0
840,HHSHSSSHHH,True,3,9270.0,9350.0,80.0
841,HHSHSSHSSS,True,3,9270.0,9350.0,80.0
842,HHSHSSHSSH,True,3,9270.0,9350.0,80.0
843,HHSHSSHSHS,True,3,9270.0,9350.0,80.0
844,HHSHSSHSHH,True,3,9270.0,9350.0,80.0
845,HHSHSSHHSS,True,3,9270.0,9350.0,80.0
846,HHSHSSHHSH,True,3,9270.0,9350.0,80.0
847,HHSHSSHHHS,True,3,9270.0,9350.0,80.0
848,HHSHSSHHHH,True,3,9270.0,9350.0,80.0
849,HHSHSHSSSS,True,3,9270.0,9350.0,80.0
850,HHSHSHSSSH,True,3,9270.0,9350.0,80.0
851,HHSHSHSSHS,True,3,9270.0,9350.0,80.0
852,HHSHSHSSHH,True,3,9270.0,9350.0,80.0
853,HHSHSHSHSS,True,3,9270.0,9350.0,80.0
854,HHSHSHSHSH,True,3,9270.0,9350.0,80.0
855,HHSHSHSHHS,True,3,9270.0,9350.0,80.0
856,HHSHSHSHHH,True,3,9270.0,9350.0,80.0
857,HHSHSHHSSS,True,3,9270.0,9350.0,80.0
858,HHSHSHHSSH,True,3,9270.0,9350.0,80.0
859,HHSHSHHSHS,True,3,9270.0,9350.0,80.0
860,HHSHSHHSHH,True,3,9270.0,9350.0,80.0
861,HHSHSHHHSS,True,3,9270.0,9350.0,80.0
862,HHSHSHHHSH,True,3,9270.0,9350.0,80.0
863,HHSHSHHHHS,True,3,9270.0,9350.0,80.0
864,HHSHSHHHHH,True,3,9270.0,9350.0,80.0
865,HHSHHSSSSS,True,3,9270.0,9350.0,80.0
866,HHSHHSSSSH,True,3,9270.0,9350.0,80.0
867,HHSHHSSSHS,True,3,9270.0,9350.0,80.0
868,HHSHHSSSHH,True,3,9270.0,9350.0,80.0
869,HHSHHSSHSS,True,3,9270.0,9350.0,80.0
870,HHSHHSSHSH,True,3,9270.0,9350.0,80.0
871,HHSHHSSHHS,True,3,9270.0,9350.0,80.0
872,HHSHHSSHHH,True,3,9270.0,9350.0,80.0
873,HHSHHSHSSS,True,3,9270.0,9350.0,80.0
874,HHSHHSHSSH,True,3,9270.0,9350.0,80.0
875,HHSHHSHSHS,True,3,9270.0,9350.0,80.0
876,HHSHHSHSHH,True,3,9270.0,9350.0,80.0
877,HHSHHSHHSS,True,3,9270.0,9350.0,80.0
878,HHSHHSHHSH,True,3,9270.0,9350.0,80.0
879,HHSHHSHHHS,True,3,9270.0,9350.0,80.0
880,HHSHHSHHHH,True,3,9270.0,9350.0,80.0
881,HHSHHHSSSS,True,3,9270.0,9350.0,80.0
882,HHSHHHSSSH,True,3,9270.0,9350.0,80.0
883,HHSHHHSSHS,True,3,9270.0,9350.0,80.0
884,HHSHHHSSHH,True,3,9270.0,9350.0,80.0
885,HHSHHHSHSS,True,3,9270.0,9350.0,80.0
886,HHSHHHSHSH,True,3,9270.0,9350.0,80.0
887,HHSHHHSHHS,True,3,9270.0,9350.0,80.0
888,HHSHHHSHHH,True,3,9270.0,9350.0,80.0
889,HHSHHHHSSS,True,3,9270.0,9350.0,80.0
890,HHSHHHHSSH,True,3,9270.0,9350.0,80.0
891,HHSHHHHSHS,True,3,9270.0,9350.0,80.0
892,HHSHHHHSHH,True,3,9270.0,9350.0,80.0
893,HHSHHHHHSS,True,3,9270.0,9350.0,80.0
894,HHSHHHHHSH,True,3,9270.0,9350.0,80.0
895,HHSHHHHHHS,True,3,9270.0,9350.0,80.0
896,HHSHHHHHHH,True,3,9270.0,9350.0,80.0
897,HHHSSSSSSS,True,3,9190.0,9265.0,75.0
898,HHHSSSSSSH,True,3,9190.0,9265.0,75.0
899,HHHSSSSSHS,True,3,9190.0,9265.0,75.0
