日期,天气历史,当天气,行动,目标节点,鲁棒价值,名义价值
8,HHSHSSSS,晴朗,终止,13,9270.0,9270.0
8,HHSHSSSH,高温,终止,13,9270.0,9270.0
8,HHSHSSHS,晴朗,终止,13,9270.0,9270.0
8,HHSHSSHH,高温,终止,13,9270.0,9270.0
8,HHSHSHSS,晴朗,终止,13,9270.0,9270.0
8,HHSHSHSH,高温,终止,13,9270.0,9270.0
8,HHSHSHHS,晴朗,终止,13,9270.0,9270.0
8,HHSHSHHH,高温,终止,13,9270.0,9270.0
8,HHSHHSSS,晴朗,终止,13,9270.0,9270.0
8,HHSHHSSH,高温,终止,13,9270.0,9270.0
8,HHSHHSHS,晴朗,终止,13,9270.0,9270.0
8,HHSHHSHH,高温,终止,13,9270.0,9270.0
8,HHSHHHSS,晴朗,终止,13,9270.0,9270.0
8,HHSHHHSH,高温,终止,13,9270.0,9270.0
8,HHSHHHHS,晴朗,终止,13,9270.0,9270.0
8,HHSHHHHH,高温,终止,13,9270.0,9270.0
8,HHHSSSSS,晴朗,终止,13,9190.0,9190.0
8,HHHSSSSH,高温,终止,13,9190.0,9190.0
8,HHHSSSHS,晴朗,终止,13,9190.0,9190.0
8,HHHSSSHH,高温,终止,13,9190.0,9190.0
8,HHHSSHSS,晴朗,终止,13,9190.0,9190.0
8,HHHSSHSH,高温,终止,13,9190.0,9190.0
8,HHHSSHHS,晴朗,终止,13,9190.0,9190.0
8,HHHSSHHH,高温,终止,13,9190.0,9190.0
8,HHHSHSSS,晴朗,终止,13,9190.0,9190.0
8,HHHSHSSH,高温,终止,13,9190.0,9190.0
8,HHHSHSHS,晴朗,终止,13,9190.0,9190.0
8,HHHSHSHH,高温,终止,13,9190.0,9190.0
8,HHHSHHSS,晴朗,终止,13,9190.0,9190.0
8,HHHSHHSH,高温,终止,13,9190.0,9190.0
8,HHHSHHHS,晴朗,终止,13,9190.0,9190.0
8,HHHSHHHH,高温,终止,13,9190.0,9190.0
8,HHHHSSSS,晴朗,终止,13,9190.0,9190.0
8,HHHHSSSH,高温,终止,13,9190.0,9190.0
8,HHHHSSHS,晴朗,终止,13,9190.0,9190.0
8,HHHHSSHH,高温,终止,13,9190.0,9190.0
8,HHHHSHSS,晴朗,终止,13,9190.0,9190.0
8,HHHHSHSH,高温,终止,13,9190.0,9190.0
8,HHHHSHHS,晴朗,终止,13,9190.0,9190.0
8,HHHHSHHH,高温,终止,13,9190.0,9190.0
8,HHHHHSSS,晴朗,终止,13,9190.0,9190.0
8,HHHHHSSH,高温,终止,13,9190.0,9190.0
8,HHHHHSHS,晴朗,终止,13,9190.0,9190.0
8,HHHHHSHH,高温,终止,13,9190.0,9190.0
8,HHHHHHSS,晴朗,终止,13,9190.0,9190.0
8,HHHHHHSH,高温,终止,13,9190.0,9190.0
8,HHHHHHHS,晴朗,终止,13,9190.0,9190.0
8,HHHHHHHH,高温,终止,13,9190.0,9190.0
9,SSSSSSSSS,晴朗,终止,13,9430.0,9430.0
9,SSSSSSSSH,高温,终止,13,9430.0,9430.0
9,SSSSSSSHS,晴朗,终止,13,9430.0,9430.0
9,SSSSSSSHH,高温,终止,13,9430.0,9430.0
9,SSSSSSHSS,晴朗,终止,13,9430.0,9430.0
9,SSSSSSHSH,高温,终止,13,9430.0,9430.0
9,SSSSSSHHS,晴朗,终止,13,9430.0,9430.0
9,SSSSSSHHH,高温,终止,13,9430.0,9430.0
9,SSSSSHSSS,晴朗,终止,13,9430.0,9430.0
9,SSSSSHSSH,高温,终止,13,9430.0,9430.0
9,SSSSSHSHS,晴朗,终止,13,9430.0,9430.0
9,SSSSSHSHH,高温,终止,13,9430.0,9430.0
9,SSSSSHHSS,晴朗,终止,13,9430.0,9430.0
9,SSSSSHHSH,高温,终止,13,9430.0,9430.0
9,SSSSSHHHS,晴朗,终止,13,9430.0,9430.0
9,SSSSSHHHH,高温,终止,13,9430.0,9430.0
9,SSSSHSSSS,晴朗,终止,13,9430.0,9430.0
9,SSSSHSSSH,高温,终止,13,9430.0,9430.0
9,SSSSHSSHS,晴朗,终止,13,9430.0,9430.0
9,SSSSHSSHH,高温,终止,13,9430.0,9430.0
9,SSSSHSHSS,晴朗,终止,13,9430.0,9430.0
9,SSSSHSHSH,高温,终止,13,9430.0,9430.0
9,SSSSHSHHS,晴朗,终止,13,9430.0,9430.0
9,SSSSHSHHH,高温,终止,13,9430.0,9430.0
9,SSSSHHSSS,晴朗,终止,13,9430.0,9430.0
9,SSSSHHSSH,高温,终止,13,9430.0,9430.0
9,SSSSHHSHS,晴朗,终止,13,9430.0,9430.0
9,SSSSHHSHH,高温,终止,13,9430.0,9430.0
9,SSSSHHHSS,晴朗,终止,13,9430.0,9430.0
9,SSSSHHHSH,高温,终止,13,9430.0,9430.0
9,SSSSHHHHS,晴朗,终止,13,9430.0,9430.0
9,SSSSHHHHH,高温,终止,13,9430.0,9430.0
9,SSSHSSSSS,晴朗,终止,13,9430.0,9430.0
9,SSSHSSSSH,高温,终止,13,9430.0,9430.0
9,SSSHSSSHS,晴朗,终止,13,9430.0,9430.0
9,SSSHSSSHH,高温,终止,13,9430.0,9430.0
9,SSSHSSHSS,晴朗,终止,13,9430.0,9430.0
9,SSSHSSHSH,高温,终止,13,9430.0,9430.0
9,SSSHSSHHS,晴朗,终止,13,9430.0,9430.0
9,SSSHSSHHH,高温,终止,13,9430.0,9430.0
9,SSSHSHSSS,晴朗,终止,13,9430.0,9430.0
9,SSSHSHSSH,高温,终止,13,9430.0,9430.0
9,SSSHSHSHS,晴朗,终止,13,9430.0,9430.0
9,SSSHSHSHH,高温,终止,13,9430.0,9430.0
9,SSSHSHHSS,晴朗,终止,13,9430.0,9430.0
9,SSSHSHHSH,高温,终止,13,9430.0,9430.0
9,SSSHSHHHS,晴朗,终止,13,9430.0,9430.0
9,SSSHSHHHH,高温,终止,13,9430.0,9430.0
9,SSSHHSSSS,晴朗,终止,13,9430.0,9430.0
9,SSSHHSSSH,高温,终止,13,9430.0,9430.0
9,SSSHHSSHS,晴朗,终止,13,9430.0,9430.0
9,SSSHHSSHH,高温,终止,13,9430.0,9430.0
9,SSSHHSHSS,晴朗,终止,13,9430.0,9430.0
9,SSSHHSHSH,高温,终止,13,9430.0,9430.0
9,SSSHHSHHS,晴朗,终止,13,9430.0,9430.0
9,SSSHHSHHH,高温,终止,13,9430.0,9430.0
9,SSSHHHSSS,晴朗,终止,13,9430.0,9430.0
9,SSSHHHSSH,高温,终止,13,9430.0,9430.0
9,SSSHHHSHS,晴朗,终止,13,9430.0,9430.0
9,SSSHHHSHH,高温,终止,13,9430.0,9430.0
9,SSSHHHHSS,晴朗,终止,13,9430.0,9430.0
9,SSSHHHHSH,高温,终止,13,9430.0,9430.0
9,SSSHHHHHS,晴朗,终止,13,9430.0,9430.0
9,SSSHHHHHH,高温,终止,13,9430.0,9430.0
9,SSHSSSSSS,晴朗,终止,13,9350.0,9350.0
9,SSHSSSSSH,高温,终止,13,9350.0,9350.0
9,SSHSSSSHS,晴朗,终止,13,9350.0,9350.0
9,SSHSSSSHH,高温,终止,13,9350.0,9350.0
9,SSHSSSHSS,晴朗,终止,13,9350.0,9350.0
9,SSHSSSHSH,高温,终止,13,9350.0,9350.0
9,SSHSSSHHS,晴朗,终止,13,9350.0,9350.0
9,SSHSSSHHH,高温,终止,13,9350.0,9350.0
9,SSHSSHSSS,晴朗,终止,13,9350.0,9350.0
9,SSHSSHSSH,高温,终止,13,9350.0,9350.0
9,SSHSSHSHS,晴朗,终止,13,9350.0,9350.0
9,SSHSSHSHH,高温,终止,13,9350.0,9350.0
9,SSHSSHHSS,晴朗,终止,13,9350.0,9350.0
9,SSHSSHHSH,高温,终止,13,9350.0,9350.0
9,SSHSSHHHS,晴朗,终止,13,9350.0,9350.0
9,SSHSSHHHH,高温,终止,13,9350.0,9350.0
9,SSHSHSSSS,晴朗,终止,13,9350.0,9350.0
9,SSHSHSSSH,高温,终止,13,9350.0,9350.0
9,SSHSHSSHS,晴朗,终止,13,9350.0,9350.0
9,SSHSHSSHH,高温,终止,13,9350.0,9350.0
9,SSHSHSHSS,晴朗,终止,13,9350.0,9350.0
9,SSHSHSHSH,高温,终止,13,9350.0,9350.0
9,SSHSHSHHS,晴朗,终止,13,9350.0,9350.0
9,SSHSHSHHH,高温,终止,13,9350.0,9350.0
9,SSHSHHSSS,晴朗,终止,13,9350.0,9350.0
9,SSHSHHSSH,高温,终止,13,9350.0,9350.0
9,SSHSHHSHS,晴朗,终止,13,9350.0,9350.0
9,SSHSHHSHH,高温,终止,13,9350.0,9350.0
9,SSHSHHHSS,晴朗,终止,13,9350.0,9350.0
9,SSHSHHHSH,高温,终止,13,9350.0,9350.0
9,SSHSHHHHS,晴朗,终止,13,9350.0,9350.0
9,SSHSHHHHH,高温,终止,13,9350.000000000002,9350.000000000002
9,SSHHSSSSS,晴朗,终止,13,9350.0,9350.0
9,SSHHSSSSH,高温,终止,13,9350.0,9350.0
9,SSHHSSSHS,晴朗,终止,13,9350.0,9350.0
9,SSHHSSSHH,高温,终止,13,9350.0,9350.0
9,SSHHSSHSS,晴朗,终止,13,9350.0,9350.0
9,SSHHSSHSH,高温,终止,13,9350.0,9350.0
9,SSHHSSHHS,晴朗,终止,13,9350.0,9350.0
9,SSHHSSHHH,高温,终止,13,9350.0,9350.0
9,SSHHSHSSS,晴朗,终止,13,9350.0,9350.0
9,SSHHSHSSH,高温,终止,13,9350.0,9350.0
9,SSHHSHSHS,晴朗,终止,13,9350.0,9350.0
9,SSHHSHSHH,高温,终止,13,9350.0,9350.0
9,SSHHSHHSS,晴朗,终止,13,9350.0,9350.0
9,SSHHSHHSH,高温,终止,13,9350.0,9350.0
9,SSHHSHHHS,晴朗,终止,13,9349.999999999996,9349.999999999996
9,SSHHSHHHH,高温,终止,13,9349.999999999998,9350.0
9,SSHHHSSSS,晴朗,终止,13,9350.0,9350.0
9,SSHHHSSSH,高温,终止,13,9350.0,9350.0
9,SSHHHSSHS,晴朗,终止,13,9350.0,9350.0
9,SSHHHSSHH,高温,终止,13,9350.0,9350.0
9,SSHHHSHSS,晴朗,终止,13,9350.0,9350.0
9,SSHHHSHSH,高温,终止,13,9350.0,9350.0
9,SSHHHSHHS,晴朗,终止,13,9350.0,9350.0
9,SSHHHSHHH,高温,终止,13,9350.000000000002,9350.000000000002
9,SSHHHHSSS,晴朗,终止,13,9350.0,9350.0
9,SSHHHHSSH,高温,终止,13,9350.0,9350.0
9,SSHHHHSHS,晴朗,终止,13,9350.0,9350.0
9,SSHHHHSHH,高温,终止,13,9350.0,9350.0
9,SSHHHHHSS,晴朗,终止,13,9350.0,9350.0
9,SSHHHHHSH,高温,终止,13,9350.0,9350.0
9,SSHHHHHHS,晴朗,终止,13,9349.999999999998,9349.999999999998
9,SSHHHHHHH,高温,终止,13,9349.999999999998,9350.0
9,SHSSSSSSS,晴朗,终止,13,9350.0,9350.0
9,SHSSSSSSH,高温,终止,13,9350.0,9350.0
9,SHSSSSSHS,晴朗,终止,13,9350.0,9350.0
9,SHSSSSSHH,高温,终止,13,9350.0,9350.0
9,SHSSSSHSS,晴朗,终止,13,9350.0,9350.0
9,SHSSSSHSH,高温,终止,13,9350.0,9350.0
9,SHSSSSHHS,晴朗,终止,13,9350.0,9350.0
9,SHSSSSHHH,高温,终止,13,9350.0,9350.0
9,SHSSSHSSS,晴朗,终止,13,9350.0,9350.0
9,SHSSSHSSH,高温,终止,13,9350.0,9350.0
9,SHSSSHSHS,晴朗,终止,13,9350.0,9350.0
9,SHSSSHSHH,高温,终止,13,9350.0,9350.0
9,SHSSSHHSS,晴朗,终止,13,9350.0,9350.0
9,SHSSSHHSH,高温,终止,13,9350.0,9350.0
9,SHSSSHHHS,晴朗,终止,13,9350.0,9350.0
9,SHSSSHHHH,高温,终止,13,9350.0,9350.0
9,SHSSHSSSS,晴朗,终止,13,9350.0,9350.0
9,SHSSHSSSH,高温,终止,13,9350.0,9350.0
9,SHSSHSSHS,晴朗,终止,13,9350.0,9350.0
9,SHSSHSSHH,高温,终止,13,9350.0,9350.0
9,SHSSHSHSS,晴朗,终止,13,9350.0,9350.0
9,SHSSHSHSH,高温,终止,13,9350.0,9350.0
9,SHSSHSHHS,晴朗,终止,13,9350.0,9350.0
9,SHSSHSHHH,高温,终止,13,9350.0,9350.0
9,SHSSHHSSS,晴朗,终止,13,9350.0,9350.0
9,SHSSHHSSH,高温,终止,13,9350.0,9350.0
9,SHSSHHSHS,晴朗,终止,13,9350.0,9350.0
9,SHSSHHSHH,高温,终止,13,9350.0,9350.0
9,SHSSHHHSS,晴朗,终止,13,9350.0,9350.0
9,SHSSHHHSH,高温,终止,13,9350.0,9350.0
9,SHSSHHHHS,晴朗,终止,13,9350.0,9350.0
9,SHSSHHHHH,高温,终止,13,9350.0,9350.0
9,SHSHSSSSS,晴朗,终止,13,9349.999999999998,9349.999999999998
9,SHSHSSSSH,高温,终止,13,9349.999999999998,9349.999999999996
9,SHSHSSSHS,晴朗,终止,13,9349.999999999998,9349.999999999998
9,SHSHSSSHH,高温,终止,13,9349.999999999998,9349.999999999996
9,SHSHSSHSS,晴朗,终止,13,9349.999999999998,9349.999999999998
9,SHSHSSHSH,高温,终止,13,9349.999999999998,9349.999999999996
9,SHSHSSHHS,晴朗,终止,13,9349.999999999998,9349.999999999998
9,SHSHSSHHH,高温,终止,13,9349.999999999998,9349.999999999996
9,SHSHSHSSS,晴朗,终止,13,9350.0,9350.0
9,SHSHSHSSH,高温,终止,13,9350.0,9350.0
9,SHSHSHSHS,晴朗,终止,13,9350.0,9350.0
9,SHSHSHSHH,高温,终止,13,9350.0,9350.0
9,SHSHSHHSS,晴朗,终止,13,9350.0,9350.0
9,SHSHSHHSH,高温,终止,13,9350.0,9350.0
9,SHSHSHHHS,晴朗,终止,13,9350.0,9350.0
9,SHSHSHHHH,高温,终止,13,9350.0,9350.0
9,SHSHHSSSS,晴朗,终止,13,9350.0,9350.0
9,SHSHHSSSH,高温,终止,13,9350.0,9350.0
9,SHSHHSSHS,晴朗,终止,13,9350.0,9350.0
9,SHSHHSSHH,高温,终止,13,9350.0,9350.0
9,SHSHHSHSS,晴朗,终止,13,9350.0,9350.0
9,SHSHHSHSH,高温,终止,13,9350.0,9350.0
9,SHSHHSHHS,晴朗,终止,13,9350.0,9350.0
9,SHSHHSHHH,高温,终止,13,9350.0,9350.0
9,SHSHHHSSS,晴朗,终止,13,9350.0,9350.0
9,SHSHHHSSH,高温,终止,13,9350.0,9350.0
9,SHSHHHSHS,晴朗,终止,13,9350.000000000002,9350.000000000002
9,SHSHHHSHH,高温,终止,13,9350.000000000002,9350.000000000002
9,SHSHHHHSS,晴朗,终止,13,9350.0,9350.0
9,SHSHHHHSH,高温,终止,13,9350.0,9350.0
9,SHSHHHHHS,晴朗,终止,13,9350.000000000002,9350.000000000002
9,SHSHHHHHH,高温,终止,13,9350.000000000002,9350.000000000002
9,SHHSSSSSS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,SHHSSSSSH,高温,终止,13,9269.999999999998,9269.999999999998
9,SHHSSSSHS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,SHHSSSSHH,高温,终止,13,9269.999999999998,9269.999999999998
9,SHHSSSHSS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,SHHSSSHSH,高温,终止,13,9269.999999999998,9269.999999999998
9,SHHSSSHHS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,SHHSSSHHH,高温,终止,13,9269.999999999998,9269.999999999998
9,SHHSSHSSS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,SHHSSHSSH,高温,终止,13,9269.999999999998,9269.999999999998
9,SHHSSHSHS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,SHHSSHSHH,高温,终止,13,9269.999999999998,9269.999999999998
9,SHHSSHHSS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,SHHSSHHSH,高温,终止,13,9269.999999999998,9269.999999999998
9,SHHSSHHHS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,SHHSSHHHH,高温,终止,13,9269.999999999998,9269.999999999998
9,SHHSHSSSS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,SHHSHSSSH,高温,终止,13,9269.999999999998,9269.999999999998
9,SHHSHSSHS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,SHHSHSSHH,高温,终止,13,9269.999999999998,9269.999999999998
9,SHHSHSHSS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,SHHSHSHSH,高温,终止,13,9269.999999999998,9269.999999999998
9,SHHSHSHHS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,SHHSHSHHH,高温,终止,13,9269.999999999998,9269.999999999998
9,SHHSHHSSS,晴朗,终止,13,9270.0,9270.0
9,SHHSHHSSH,高温,终止,13,9270.0,9270.0
9,SHHSHHSHS,晴朗,终止,13,9270.0,9270.0
9,SHHSHHSHH,高温,终止,13,9270.0,9270.0
9,SHHSHHHSS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,SHHSHHHSH,高温,终止,13,9269.999999999998,9269.999999999998
9,SHHSHHHHS,晴朗,终止,13,9269.999999999996,9269.999999999996
9,SHHSHHHHH,高温,终止,13,9270.0,9270.0
9,SHHHSSSSS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,SHHHSSSSH,高温,终止,13,9269.999999999998,9269.999999999998
9,SHHHSSSHS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,SHHHSSSHH,高温,终止,13,9269.999999999998,9269.999999999998
9,SHHHSSHSS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,SHHHSSHSH,高温,终止,13,9269.999999999998,9269.999999999998
9,SHHHSSHHS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,SHHHSSHHH,高温,终止,13,9270.0,9270.0
9,SHHHSHSSS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,SHHHSHSSH,高温,终止,13,9269.999999999998,9269.999999999998
9,SHHHSHSHS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,SHHHSHSHH,高温,终止,13,9269.999999999998,9269.999999999998
9,SHHHSHHSS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,SHHHSHHSH,高温,终止,13,9269.999999999998,9269.999999999998
9,SHHHSHHHS,晴朗,终止,13,9270.0,9270.0
9,SHHHSHHHH,高温,终止,13,9270.000000000002,9270.0
9,SHHHHSSSS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,SHHHHSSSH,高温,终止,13,9269.999999999998,9269.999999999998
9,SHHHHSSHS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,SHHHHSSHH,高温,终止,13,9269.999999999998,9269.999999999998
9,SHHHHSHSS,晴朗,终止,13,9270.0,9270.0
9,SHHHHSHSH,高温,终止,13,9270.0,9270.0
9,SHHHHSHHS,晴朗,终止,13,9270.0,9270.0
9,SHHHHSHHH,高温,终止,13,9270.0,9270.0
9,SHHHHHSSS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,SHHHHHSSH,高温,终止,13,9269.999999999998,9269.999999999998
9,SHHHHHSHS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,SHHHHHSHH,高温,终止,13,9269.999999999998,9269.999999999998
9,SHHHHHHSS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,SHHHHHHSH,高温,终止,13,9269.999999999998,9269.999999999998
9,SHHHHHHHS,晴朗,终止,13,9270.0,9270.0
9,SHHHHHHHH,高温,终止,13,9270.0,9270.0
9,HSSSSSSSS,晴朗,终止,13,9350.0,9350.0
9,HSSSSSSSH,高温,终止,13,9350.0,9350.0
9,HSSSSSSHS,晴朗,终止,13,9350.0,9350.0
9,HSSSSSSHH,高温,终止,13,9350.0,9350.0
9,HSSSSSHSS,晴朗,终止,13,9350.0,9350.0
9,HSSSSSHSH,高温,终止,13,9350.0,9350.0
9,HSSSSSHHS,晴朗,终止,13,9350.0,9350.0
9,HSSSSSHHH,高温,终止,13,9350.0,9350.0
9,HSSSSHSSS,晴朗,终止,13,9350.0,9350.0
9,HSSSSHSSH,高温,终止,13,9350.0,9350.0
9,HSSSSHSHS,晴朗,终止,13,9350.0,9350.0
9,HSSSSHSHH,高温,终止,13,9350.0,9350.0
9,HSSSSHHSS,晴朗,终止,13,9350.0,9350.0
9,HSSSSHHSH,高温,终止,13,9350.0,9350.0
9,HSSSSHHHS,晴朗,终止,13,9350.0,9350.0
9,HSSSSHHHH,高温,终止,13,9350.0,9350.0
9,HSSSHSSSS,晴朗,终止,13,9350.0,9350.0
9,HSSSHSSSH,高温,终止,13,9350.0,9350.0
9,HSSSHSSHS,晴朗,终止,13,9350.0,9350.0
9,HSSSHSSHH,高温,终止,13,9350.0,9350.0
9,HSSSHSHSS,晴朗,终止,13,9350.0,9350.0
9,HSSSHSHSH,高温,终止,13,9350.0,9350.0
9,HSSSHSHHS,晴朗,终止,13,9350.0,9350.0
9,HSSSHSHHH,高温,终止,13,9350.0,9350.0
9,HSSSHHSSS,晴朗,终止,13,9350.0,9350.0
9,HSSSHHSSH,高温,终止,13,9350.0,9350.0
9,HSSSHHSHS,晴朗,终止,13,9350.0,9350.0
9,HSSSHHSHH,高温,终止,13,9350.0,9350.0
9,HSSSHHHSS,晴朗,终止,13,9350.0,9350.0
9,HSSSHHHSH,高温,终止,13,9350.0,9350.0
9,HSSSHHHHS,晴朗,终止,13,9350.0,9350.0
9,HSSSHHHHH,高温,终止,13,9350.0,9350.0
9,HSSHSSSSS,晴朗,终止,13,9350.0,9350.0
9,HSSHSSSSH,高温,终止,13,9350.0,9350.0
9,HSSHSSSHS,晴朗,终止,13,9350.0,9350.0
9,HSSHSSSHH,高温,终止,13,9350.0,9350.0
9,HSSHSSHSS,晴朗,终止,13,9350.0,9350.0
9,HSSHSSHSH,高温,终止,13,9350.0,9350.0
9,HSSHSSHHS,晴朗,终止,13,9350.0,9350.0
9,HSSHSSHHH,高温,终止,13,9350.0,9350.0
9,HSSHSHSSS,晴朗,终止,13,9350.0,9350.0
9,HSSHSHSSH,高温,终止,13,9350.0,9350.0
9,HSSHSHSHS,晴朗,终止,13,9350.0,9350.0
9,HSSHSHSHH,高温,终止,13,9350.0,9350.0
9,HSSHSHHSS,晴朗,终止,13,9350.0,9350.0
9,HSSHSHHSH,高温,终止,13,9350.0,9350.0
9,HSSHSHHHS,晴朗,终止,13,9350.0,9350.0
9,HSSHSHHHH,高温,终止,13,9350.0,9350.0
9,HSSHHSSSS,晴朗,终止,13,9350.0,9350.0
9,HSSHHSSSH,高温,终止,13,9350.0,9350.0
9,HSSHHSSHS,晴朗,终止,13,9350.0,9350.0
9,HSSHHSSHH,高温,终止,13,9350.0,9350.0
9,HSSHHSHSS,晴朗,终止,13,9350.0,9350.0
9,HSSHHSHSH,高温,终止,13,9350.0,9350.0
9,HSSHHSHHS,晴朗,终止,13,9350.0,9350.0
9,HSSHHSHHH,高温,终止,13,9350.0,9350.0
9,HSSHHHSSS,晴朗,终止,13,9350.0,9350.0
9,HSSHHHSSH,高温,终止,13,9350.0,9350.0
9,HSSHHHSHS,晴朗,终止,13,9350.0,9350.0
9,HSSHHHSHH,高温,终止,13,9350.0,9350.0
9,HSSHHHHSS,晴朗,终止,13,9350.0,9350.0
9,HSSHHHHSH,高温,终止,13,9350.0,9350.0
9,HSSHHHHHS,晴朗,终止,13,9350.0,9350.0
9,HSSHHHHHH,高温,终止,13,9350.0,9350.0
9,HSHSSSSSS,晴朗,终止,13,9270.0,9270.0
9,HSHSSSSSH,高温,终止,13,9270.0,9270.0
9,HSHSSSSHS,晴朗,终止,13,9270.0,9270.0
9,HSHSSSSHH,高温,终止,13,9270.0,9270.0
9,HSHSSSHSS,晴朗,终止,13,9270.0,9270.0
9,HSHSSSHSH,高温,终止,13,9270.0,9270.0
9,HSHSSSHHS,晴朗,终止,13,9270.0,9270.0
9,HSHSSSHHH,高温,终止,13,9270.0,9270.0
9,HSHSSHSSS,晴朗,终止,13,9270.0,9270.0
9,HSHSSHSSH,高温,终止,13,9270.0,9270.0
9,HSHSSHSHS,晴朗,终止,13,9270.0,9270.0
9,HSHSSHSHH,高温,终止,13,9270.0,9270.0
9,HSHSSHHSS,晴朗,终止,13,9270.0,9270.0
9,HSHSSHHSH,高温,终止,13,9270.0,9270.0
9,HSHSSHHHS,晴朗,终止,13,9270.0,9270.0
9,HSHSSHHHH,高温,终止,13,9270.0,9270.0
9,HSHSHSSSS,晴朗,终止,13,9270.0,9270.0
9,HSHSHSSSH,高温,终止,13,9270.0,9270.0
9,HSHSHSSHS,晴朗,终止,13,9270.0,9270.0
9,HSHSHSSHH,高温,终止,13,9270.0,9270.0
9,HSHSHSHSS,晴朗,终止,13,9270.0,9270.0
9,HSHSHSHSH,高温,终止,13,9270.0,9270.0
9,HSHSHSHHS,晴朗,终止,13,9270.0,9270.0
9,HSHSHSHHH,高温,终止,13,9270.0,9270.0
9,HSHSHHSSS,晴朗,终止,13,9270.0,9270.0
9,HSHSHHSSH,高温,终止,13,9270.0,9270.0
9,HSHSHHSHS,晴朗,终止,13,9270.0,9270.0
9,HSHSHHSHH,高温,终止,13,9270.0,9270.0
9,HSHSHHHSS,晴朗,终止,13,9270.0,9270.0
9,HSHSHHHSH,高温,终止,13,9270.0,9270.0
9,HSHSHHHHS,晴朗,终止,13,9270.0,9270.0
9,HSHSHHHHH,高温,终止,13,9270.0,9270.0
9,HSHHSSSSS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,HSHHSSSSH,高温,终止,13,9269.999999999998,9269.999999999998
9,HSHHSSSHS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,HSHHSSSHH,高温,终止,13,9269.999999999998,9269.999999999998
9,HSHHSSHSS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,HSHHSSHSH,高温,终止,13,9269.999999999998,9269.999999999998
9,HSHHSSHHS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,HSHHSSHHH,高温,终止,13,9269.999999999998,9269.999999999998
9,HSHHSHSSS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,HSHHSHSSH,高温,终止,13,9269.999999999998,9269.999999999998
9,HSHHSHSHS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,HSHHSHSHH,高温,终止,13,9269.999999999998,9269.999999999998
9,HSHHSHHSS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,HSHHSHHSH,高温,终止,13,9269.999999999998,9269.999999999998
9,HSHHSHHHS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,HSHHSHHHH,高温,终止,13,9270.0,9270.0
9,HSHHHSSSS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,HSHHHSSSH,高温,终止,13,9269.999999999998,9269.999999999998
9,HSHHHSSHS,晴朗,终止,13,9269.999999999998,9269.999999999998
9,HSHHHSSHH,高温,终止,13,9269.999999999998,9269.999999999998
9,HSHHHSHSS,晴朗,终止,13,9270.0,9270.0
9,HSHHHSHSH,高温,终止,13,9270.0,9270.0
9,HSHHHSHHS,晴朗,终止,13,9270.0,9270.0
9,HSHHHSHHH,高温,终止,13,9270.0,9270.0
9,HSHHHHSSS,晴朗,终止,13,9270.0,9270.0
9,HSHHHHSSH,高温,终止,13,9270.0,9270.0
9,HSHHHHSHS,晴朗,终止,13,9270.0,9270.0
9,HSHHHHSHH,高温,终止,13,9270.0,9270.0
9,HSHHHHHSS,晴朗,终止,13,9270.0,9270.0
9,HSHHHHHSH,高温,终止,13,9270.0,9270.0
9,HSHHHHHHS,晴朗,终止,13,9270.0,9270.0
9,HSHHHHHHH,高温,终止,13,9270.0,9270.0
9,HHSSSSSSS,晴朗,终止,13,9270.0,9270.0
9,HHSSSSSSH,高温,终止,13,9270.0,9270.0
9,HHSSSSSHS,晴朗,终止,13,9270.0,9270.0
